Topic,Words,Frequency,Timestamp,Name
326,"transparency, transparent, 155, information, 2012",17,2022-03-30 16:00:00,326_transparency_transparent_155_epidemi...
328,"hunting, hunt, tenant, price, clearly",4,2022-03-30 16:00:00,328_hunting_hunt_costs_raising
329,"amendments, am, against, article, mr",1,2022-03-30 16:00:00,329_am_against_amendments_mr
330,"explanation, speak, ask, vote, you",5,2022-03-30 16:00:00,330_explanation_speak_ask_vote
331,"family, debased, fundamental, families, social",31,2022-03-30 16:00:00,331_family_fundamental_roles_debased
332,"citizenship, 152th, legion, 136, applications",2,2022-03-30 16:00:00,332_institute_generals_applications_citi...
333,"happy, behold, joy, shone, celebrating",8,2022-03-30 16:00:00,333_happy_joy_celebrate_celebrating
334,"120, pursuant, simultaneous, composed, ballot",2,2022-03-30 16:00:00,334_amended_simultaneous_120_refer
335,"balances, billion, compared, balance, expenditure",7,2022-03-30 16:00:00,335_balances_improvement_net_billion
336,"predictions, future, prophecy, predicting, forbids",9,2022-03-30 16:00:00,336_predictions_nostradamus_future_predi...
337,"reply, minutes, three, question, put",16,2022-03-30 16:00:00,337_reply_minutes_lamorgese_three
339,"rapporteur, opinion, accordance, officer, pleasure",3,2022-03-30 16:00:00,339_rapporteur_opinion_assent_rapporteur...
340,"roll, ballot, simultaneous, refer, call",13,2022-03-30 16:00:00,340_roll_ballot_simultaneous_refer
341,"covid, epidemic, generality, 24, unfit",1,2022-03-30 16:00:00,341_covid_epidemic_19_decree
342,"proceed, shall, requested, vote, having",4,2022-03-30 16:00:00,342_proceed_shall_split_vote
343,"happiness, heartfelt, wish, 19, individuals",1,2022-03-30 16:00:00,343_thank_colleagues_thanks_sincere
344,"impact, affect, expected, bill, financial",19,2022-03-30 16:00:00,344_impact_expected_affect_bill
345,"protection, surveillance, personal, tempting, diminish",8,2022-03-30 16:00:00,345_protection_surveillance_personal_pro...
346,"vat, invoices, applied, disparities, discover",4,2022-03-30 16:00:00,346_vat_necessities_invoice_matches
347,"approve, annex, doesn, followed, senate",4,2022-03-30 16:00:00,347_approve_annex_doesn_followed
348,"film, sighvik, recitals, lynch, sigurjón",4,2022-03-30 16:00:00,348_film_filmmaking_icelandic_movie
349,"2414, item, drawing, draft, debate",1,2022-03-30 16:00:00,349_item_draft_debate_next
350,"councilmen, conference, reminds, board, respect",11,2022-03-30 16:00:00,350_conference_councilmen_board_reminds
351,"floor, minutes, nugnes, zanda, zaffini",12,2022-03-30 16:00:00,351_floor_zanda_zaffini_nugnes
352,"north, oranges, apples, northern, fate",4,2022-03-30 16:00:00,352_north_northern_countries_experience
353,"data, lie, quote, frame, late",5,2022-03-30 16:00:00,353_data_database_subtracts_hospital
354,"excise, stops, sector, duties, rubber",2,2022-03-30 16:00:00,354_excise_duties_fuels_vat
355,"excluding, explanations, distribution, hours, lvii",4,2022-03-30 16:00:00,355_excluding_explanations_distribution_...
356,"conjugation, environment, harmonise, understandably, work",8,2022-03-30 16:00:00,356_work_unorthodox_environment_assistan...
357,"sized, enterprises, medium, smes, small",10,2022-03-30 16:00:00,357_sized_enterprises_medium_small
358,"explanation, speak, ask, vote, you",4,2022-03-30 16:00:00,358_explanation_speak_ask_vote
359,"loss, income, dollar, jets, earnings",9,2022-03-30 16:00:00,359_income_loss_loads_month
360,"financing, model, sorry, university, many",1,2022-03-30 16:00:00,360_student_loan_students_scholarship
361,"postamism, liked, deepened, would, comfortable",10,2022-03-30 16:00:00,361_liked_would_gotten_postamism
362,"permission, says, president, by, icellands",8,2022-03-30 16:00:00,362_permission_says_president_by
363,"councilmen, misunderstood, conflicting, discussion, regular",3,2022-03-30 16:00:00,363_councilmen_thank_discussion_council
364,"approve, annex, doesn, followed, senate",3,2022-03-30 16:00:00,364_approve_annex_doesn_followed
365,"poverty, poor, poorer, sucks, survivors",9,2022-03-30 16:00:00,365_poverty_poor_poorer_refusing
366,"mezzogiorno, allocated, 40, cohesion, clause",8,2022-03-30 16:00:00,366_mezzogiorno_railway_jubilee_rome
367,"bucks, 000, month, sheet, 200",8,2022-03-30 16:00:00,367_000_bucks_month_pay
368,"nature, generation, generations, spectacular, unusually",10,2022-03-30 16:00:00,368_nature_generations_protection_genera...
369,"speech, thank, senator, you, for",10,2022-03-30 16:00:00,369_speech_thank_senator_you
370,"loans, credit, blames, cheating, bills",4,2022-03-30 16:00:00,370_credit_loans_agent_creditors
371,"warrant, canceled, permit, provisional, reviewer",12,2022-03-30 16:00:00,371_warrant_frequency_permit_canceled
372,"leaders, timetable, conference, convened, organise",4,2022-03-30 16:00:00,372_leaders_conference_timetable_convene...
375,"staff, alluding, whaleting, southside, cooks",4,2022-03-30 16:00:00,375_staff_lack_shortage_specialized
376,"fire, burning, geological, geologist, pelvis",6,2022-03-30 16:00:00,376_geological_fire_sheets_mapping
377,"conversion, posed, deputies, chamber, approval",7,2022-03-30 16:00:00,377_conversion_posed_approval_trust
378,"talking, exactly, re, saying, what",11,2022-03-30 16:00:00,378_talking_re_what_about
379,"letter, smoke, borist, come, 4th",5,2022-03-30 16:00:00,379_borist_letter_smoke_near
380,"inaugurate, expansionism, australia, alliance, japan",1,2022-03-30 16:00:00,380_treaty_quirinale_france_paris
381,"waiting, party, expanding, lifetime, killing",3,2022-03-30 16:00:00,381_waiting_party_expand_expanding
382,"skeleton, rhetorical, symbols, handed, traditions",3,2022-03-30 16:00:00,382_forget_remember_memory_forgotten
383,"roll, ballot, simultaneous, refer, senators",4,2022-03-30 16:00:00,383_roll_ballot_simultaneous_tabled
384,"roll, ballot, simultaneous, rule, refer",12,2022-03-30 16:00:00,384_roll_ballot_simultaneous_rule
385,"premier, salvini, lega, azione, sardo",6,2022-03-30 16:00:00,385_premier_salvini_sardo_azione
386,"roll, ballot, simultaneous, rule, refer",3,2022-03-30 16:00:00,386_roll_ballot_simultaneous_rule
387,"ban, createries, decorates, outlawed, extending",7,2022-03-30 16:00:00,387_ban_bans_banned_restricted
388,"mollame, enlisted, bertoldi, de, speak",2,2022-03-30 16:00:00,388_bertoldi_de_enlisted_speak
389,"power, seize, strength, acknowledge, responsibility",5,2022-03-30 16:00:00,389_power_rulers_corrupts_torn
390,"majority, sterile, delicacy, heterogeneous, flags",3,2022-03-30 16:00:00,390_majority_eighteen_born_hemicycle
391,"date, appearances, april, dates, fulfillment",6,2022-03-30 16:00:00,391_march_dates_date_etrs
392,"trial, calling, idea, proposal, until",2,2022-03-30 16:00:00,392_suggestions_suggestion_proposal_öse
393,"approve, annex, doesn, followed, senate",4,2022-03-30 16:00:00,393_approve_annex_doesn_followed
394,"opened, sitting, 16, 05, 03",4,2022-03-30 16:00:00,394_opened_sitting_16_35
395,"open, sitting, 32, 31, 34",4,2022-03-30 16:00:00,395_sitting_open_31_32
396,"bioproduction, 162, 848, agrienvironment, seed",2,2022-03-30 16:00:00,396_biodynamic_biodynamics_biological_or...
397,"fracturers, jaw, fractures, offenders, calculations",3,2022-03-30 16:00:00,397_fracture_fractures_suspected_severit...
398,"therapeutic, ethics, diagnostic, paths, investigate",2,2022-03-30 16:00:00,398_doctor_doctors_patient_patients
400,"approve, annex, doesn, followed, senate",4,2022-03-30 16:00:00,400_approve_annex_doesn_followed
402,"artists, creative, icelandic, educated, articles",5,2022-03-30 16:00:00,402_media_artists_icelandic_art
403,"unsettled, lord, liked, hadn, legalization",4,2022-03-30 16:00:00,403_liked_would_crisp_improvement
404,"speed, hurry, fast, snail, quickly",8,2022-03-30 16:00:00,404_quickly_speed_fast_faster
405,"citizenship, income, bonomi, crooks, unduly",4,2022-03-30 16:00:00,405_citizenship_income_demagogy_poverty
406,"kingdom, contended, treasure, noting, denying",9,2022-03-30 16:00:00,406_kingdom_treasure_commune_contended
407,"harassment, forbids, hair, indirectly, touch",2,2022-03-30 16:00:00,407_harassment_insulting_humiliating_def...
408,"carfagna, orlando, pc, ai, upc",7,2022-03-30 16:00:00,408_pc_upc_ai_idv
409,"articles, moldwood, consists, subscription, affected",5,2022-03-30 16:00:00,409_articles_consists_article_chapters
410,"jakobsdóttir, katrín, daughter, proclaims, procurator",11,2022-03-30 16:00:00,410_jakobsdóttir_katrín_daughter_governm...
411,"tabling, amendments, deadline, transmission, relation",2,2022-03-30 16:00:00,411_tabling_amendments_deadline_relation
413,"2026, 2025, hospital, module, end",10,2022-03-30 16:00:00,413_2026_2022_completed_schedule
414,"registered, testor, she, speak, faedeli",4,2022-03-30 16:00:00,414_registered_she_speak_cantù
415,"fiber, optics, optic, opticization, damaged",7,2022-03-30 16:00:00,415_fiber_optics_optic_opticization
416,"ecological, transition, invented, sustainability, climate",4,2022-03-30 16:00:00,416_ecological_transition_climate_sustai...
417,"step, ranni, destroying, literally, square",5,2022-03-30 16:00:00,417_step_bit_epochs_forward
419,"approve, annex, doesn, followed, senate",3,2022-03-30 16:00:00,419_approve_annex_doesn_followed
420,"approve, annex, doesn, followed, senate",3,2022-03-30 16:00:00,420_approve_annex_doesn_followed
421,"treaty, treaties, consult, alse, prominents",5,2022-03-30 16:00:00,421_treaty_treaties_puts_signing
422,"intend, speak, representative, members, general",7,2022-03-30 16:00:00,422_intend_speak_representative_members
423,"item, deputies, draft, approved, debate",13,2022-03-30 16:00:00,423_item_deputies_draft_approved
424,"gray, constantly, areas, dealing, area",2,2022-03-30 16:00:00,424_gray_areas_grey_qualify
425,"hatred, miscreantness, unworthily, hate, racial",3,2022-03-30 16:00:00,425_hatred_hate_speech_expression
426,"discomfort, momentary, pronge, thank, commits",3,2022-03-30 16:00:00,426_thank_bill_much_minister
427,"answer, thank, senator, angles, angle",9,2022-03-30 16:00:00,427_answer_thank_senator_you
428,"275, 203, 72, sums, payments",3,2022-03-30 16:00:00,428_loan_million_loans_payments
429,"antipsychotics, antipsychotic, nursing, prescribing, age",9,2022-03-30 16:00:00,429_antipsychotics_antipsychotic_drugs_m...
430,"personal, protection, assessment, impact, lawgiver",15,2022-03-30 16:00:00,430_personal_protection_assessment_peron...
431,"wood, apology, apologized, minister, highest",20,2022-03-30 16:00:00,431_wood_apology_highest_apologized
432,"gardening, school, smoke, innunciation, southland",12,2022-03-30 16:00:00,432_gardening_school_university_southlan...
433,"environment, cared, pollinating, triple, responsibly",8,2022-03-30 16:00:00,433_environment_charter_cared_environmen...
434,"resilience, recovery, plan, national, implemented",6,2022-03-30 16:00:00,434_resilience_recovery_plan_national
435,"enlisted, pepe, speak, siano, pesco",5,2022-03-30 16:00:00,435_enlisted_carlo_speak_pesco
436,"approve, annex, doesn, followed, senate",1,2022-03-30 16:00:00,436_approve_annex_doesn_followed
437,"nominal, ballot, simultaneous, refer, whole",11,2022-03-30 16:00:00,437_nominal_ballot_simultaneous_refer
438,"answers, thank, much, very, answer",5,2022-03-30 16:00:00,438_answers_thank_much_very
440,"funds, regulation, clients, depositors, protection",11,2022-03-30 16:00:00,440_funds_regulation_operators_investmen...
441,"aðalsteinn, haukur, investigated, sverrisson, georg",4,2022-03-30 16:00:00,441_signed_constitution_investigated_ple...
442,"crimes, relations, contributions, raised, stated",1,2022-03-30 16:00:00,442_crimes_criminal_international_court
443,"flexibility, monitoring, inter, projection, takes",4,2022-03-30 16:00:00,443_quality_monitoring_flexibility_contr...
444,"draghi, untouchability, aura, voice, possesses",3,2022-03-30 16:00:00,444_draghi_italy_president_voice
445,"ndc, nc, misto, iac, berutti",1,2022-03-30 16:00:00,445_misto_nc_ndc_iac
446,"complicated, complex, studies, nothing, examined",7,2022-03-30 16:00:00,446_complicated_nothing_than_simple
447,"roll, ballot, simultaneous, rule, refer",12,2022-03-30 16:00:00,447_roll_ballot_simultaneous_rule
448,"adhd, 326, 738, waiting, behavioral",11,2022-03-30 16:00:00,448_adhd_waiting_children_behavioral
449,"floor, minutes, respond, give, two",8,2022-03-30 16:00:00,449_floor_minutes_respond_two
450,"meeting, length, 10th, 4th, par",15,2022-03-30 16:00:00,450_meeting_length_10th_4th
451,"book, green, bury, submitted, 1923",10,2022-03-30 16:00:00,451_book_green_bookwork_energy
453,"approve, annex, doesn, followed, senate",2,2022-03-30 16:00:00,453_approve_annex_doesn_followed
454,"starving, food, mad, month, injustice",4,2022-03-30 16:00:00,454_starving_food_noodles_hungry
455,"gonna, clean, stop, effect, thing",1,2022-03-30 16:00:00,455_effect_already_comes_into
456,"roll, ballot, simultaneous, rule, refer",11,2022-03-30 16:00:00,456_roll_ballot_simultaneous_rule
457,"comments, minutes, approved, were, since",2,2022-03-30 16:00:00,457_comments_minutes_approved_were
458,"day, ana, ratify, celebrated, symbolic",4,2022-03-30 16:00:00,458_day_stress_homophobia_celebrated
460,"question, senator, thank, cruel, impression",11,2022-03-30 16:00:00,460_question_senator_thank_word
461,"euros, cubic, meter, euro, price",4,2022-03-30 16:00:00,461_litre_petrol_diesel_per
462,"debt, gdp, ratio, net, def",10,2022-03-30 16:00:00,462_debt_gdp_2026_net
463,"intend, intervene, representative, reply, does",5,2022-03-30 16:00:00,463_intend_representative_intervene_repl...
464,"answer, thank, senator, you, knows",7,2022-03-30 16:00:00,464_answer_thank_senator_you
465,"innovation, 17th, haggis, 23rd, measurable",3,2022-03-30 16:00:00,465_innovation_epidemic_icelandic_icelan...
466,"thkk, word, locally, vocabulary, cat",4,2022-03-30 16:00:00,466_word_acronym_words_used
468,"war, wars, travellers, prevails, folly",5,2022-03-30 16:00:00,468_war_warfare_wars_shelter
469,"interventions, immaterial, interpret, joined, comprehensive",4,2022-03-30 16:00:00,469_interventions_intervention_tension_m...
470,"maffoni, 81, 5th, contrary, constitution",2,2022-03-30 16:00:00,470_5th_81_contrary_expressed
471,"inquiry, thank, senator, heavily, referred",4,2022-03-30 16:00:00,471_inquiry_thank_senator_you
472,"political, decision, blundering, bitch, inconsistencies",6,2022-03-30 16:00:00,472_political_decision_politics_militari...
473,"answer, thank, senator, answers, his",12,2022-03-30 16:00:00,473_answer_thank_answers_senator
474,"constitution, tribal, anguish, countrymen, thousands",3,2022-03-30 16:00:00,474_constitution_touching_charter_adapta...
475,"hot, water, warm, methadone, warming",9,2022-03-30 16:00:00,475_hot_water_cold_warm
476,"signaling, collaborating, reacting, ireland, telecommunications",2,2022-03-30 16:00:00,476_communications_telecommunications_te...
477,"ashore, explained, inquiry, period, thing",1,2022-03-30 16:00:00,477_murder_nautical_injuries_road
478,"wetlands, flown, restoring, 450, dioxide",2,2022-03-30 16:00:00,478_wetlands_recovery_carbon_emissions
480,"incompatibility, profiles, obligations, entered, agreement",10,2022-03-30 16:00:00,480_profiles_incompatibility_obligations...
481,"bullshit, mr, against, am, limits",2,2022-03-30 16:00:00,481_against_am_mr_president
482,"emissions, 55, 2030, reduction, greenhouse",14,2022-03-30 16:00:00,482_emissions_55_2030_reduction
483,"explanation, speak, ask, vote, you",5,2022-03-30 16:00:00,483_explanation_speak_ask_vote
484,"enlisted, lanzi, trentacoste, speak, missa",3,2022-03-30 16:00:00,484_enlisted_speak_iannone_he
