Topic,Count,Name,Representation,Representative_Docs
454,31,454_starving_food_noodles_hungry,"['starving', 'food', 'noodles', 'hungry', 'fed', 'approaching', 'month', 'eat', 'live', 'infuses']","['Perhaps this is the policy, this starving policy against the most important aspects of society, which, of course, are the welfare of the nation, the health system, the education system, and other factors that make it good to live here, and that it is possible to live here.', 'This is, in effect, a change in starving certain groups to cooperate.', 'It is, in effect, starving people for cooperation, one might say.']"
455,31,455_effect_already_comes_into,"['effect', 'already', 'comes', 'into', 'law', 'reads', '3rd', '241', 'valid', 'tick']","['This law already comes into effect.', 'This law already comes into effect. ◯', '▪ This law already comes into effect.']"
456,31,456_roll_ballot_simultaneous_rule,"['roll', 'ballot', 'simultaneous', 'rule', 'refer', 'call', 'vote', 'by', 'to', 'of']","['I refer to the roll-call vote by simultaneous ballot of Rule 4.', 'I refer to the roll-call vote by simultaneous ballot of Rule 4.', 'I refer to the roll-call vote by simultaneous ballot of Rule 4.']"
457,31,457_comments_minutes_approved_were,"['comments', 'minutes', 'approved', 'were', 'since', 'no', 'there', 'the', '', '']","['Since there were no comments, the Minutes were approved.', 'Since there were no comments, the Minutes were approved.', 'Since there were no comments, the Minutes were approved.']"
458,31,458_day_stress_homophobia_celebrated,"['day', 'stress', 'homophobia', 'celebrated', 'simples', 'biphobia', 'transphobia', '908', '2281', 'today']","['Mr President, I would like to remind the House that today is the International Day against Homophobia, Biphobia and Transphobia to support LGBT people, fight homophobia and prevent and combat discrimination that many people are still forced to live and suffer every day because of their sexual orientation.', 'Mr President, I would like to stress that we do not recognise this day, as required by the draft Law 2281 of 2021, which means that we will also speak in this House today by denying and offending history and reality.', 'I think this is a very important day.']"
459,31,459_community_prison_service_rate,"['community', 'prison', 'service', 'rate', 'sentenced', 'study', 'sentence', 'punishment', '1998', 'results']","['Thus, research has shown either no difference between prison and community service[...] or that community service has a lower objective rate but the difference is not significant[... ] .', 'The results of community service are not numerous in the United States, but in a 1986 U.S. study, the effects of community service were examined and compared to those who received a short prison sentence.', 'In a 1998 study, it was found that there is a tendency for individuals serving in community service not to commit as serious a violations as those sent to prison, which can certainly affect the low focal rate of this group.']"
460,30,460_question_senator_thank_word,"['question', 'senator', 'thank', 'word', 'suffix', 'archery', 'you', 'cruel', 'impression', 'unpleasant']","['Thank you. A senator for the question.', 'Thank you. A senator for the question.', 'Thank you. A senator for the question.']"
461,30,461_litre_petrol_diesel_per,"['litre', 'petrol', 'diesel', 'per', 'euros', 'eur', 'price', 'cents', 'cubic', 'exceeded']","['Not to mention the expensive fuels, with the prices of one litre of petrol that exceeded 2.2 euros( 4.60 lire per litre) and those of diesel that on the net even exceed those of petrol.', 'However, while the cost of gas oil exceeded that of petrol, reaching more than 2.3 euros per litre, in 2008 the cost of petrol was around 1.37-1.40 euros per litre: other than speculation, therefore.', 'It is March 10, 2022 the record quote for diesel and petrol in Italy, rising to 2.5 euros per litre, with the price of diesel that has even exceeded that of petrol.']"
462,30,462_debt_gdp_2026_net,"['debt', 'gdp', '2026', 'net', 'def', 'ratio', 'reduction', 'billion', 'expenditure', 'increase']","['However, the plan assumes that the debt of the government will not go up completely into debt but will result in some 49.5% of GDP at the end of the financial policy period.', 'A policy guide is to increase the debt of the government as a proportion of GDP in 2026.', 'According to current financial policy, government debt is estimated to increase from more than 40% to up 51.5% of GDP to 2026, the head of debt over the period.']"
463,30,463_intend_representative_intervene_reply,"['intend', 'representative', 'intervene', 'reply', 'does', 'avail', 'government', 'ignore', 'courtroom', 'corridor']","['The representative of the Government does not intend to intervene in the reply.', 'The representative of the Government does not intend to intervene in the reply.', 'The representative of the Government does not intend to intervene in the reply.']"
464,30,464_answer_thank_senator_you,"['answer', 'thank', 'senator', 'you', 'for', 'knows', 'well', 'the', 'very', 'this']","['Thank you. A senator for the answer.', 'Thank you. A senator for the answer.', 'Thank you. A senator for the answer.']"
465,30,465_innovation_epidemic_icelandic_iceland,"['innovation', 'epidemic', 'icelandic', 'iceland', 'stress', 'competitive', 'innovations', '17th', 'globally', 'pioneers']","['However, it is important that the agreements of the provisional regulations of the law have made a big difference for innovation companies and it is important that the competitiveness of Icelandic innovations remain as the economic impacts of the epidemic on land and on the world.', 'I would also like to stress that it is a pleasure to see how the innovation environment has been developing in an enormously positive and strong way, but I would also like to remind you that one of the main requests from innovation companies and executives in innovation companies, 70% of those who control the innovation companies, points to the greatest obstacle of Icelandic dollars.', 'You see, supporting a innovation company in this way helps make Iceland a competitive country when it comes to innovation.']"
466,30,466_word_acronym_words_used,"['word', 'acronym', 'words', 'used', 'borig', 'locker', 'thkk', 'dolling', 'contestants', 'colonization']","['I was amazed to see this, and then I began to think: "" I\'m not used to the word today any more to see the word"" borig. \'', ""I see that this word is used here, and I think it's a good thing to see it."", 'The fact is, this is not some new word.']"
467,30,467_dog_dogs_cat_pet,"['dog', 'dogs', 'cat', 'pet', 'owners', 'cats', 'pets', 'owner', 'reykjavík', 'approval']","['The bank in Reykjavík is far from an example, but there are certain restrictions on dog and cat maintenance in urban areas here.', ""When I gave this bill at the last legislature, which was the last year, it actually seemed to be a widespread misunderstanding in people-even people living in their own home and caring for this particular matter, not at all, and they didn't have any special interests in caring for what it was about to prevent a person from keeping a pet in the house of his own estate-to say it and really think that this bill is in their conditional rights of all apartments to keep a dog or a cat."", 'It is often very difficult to get approval of 2/3 parts of the apartment owners for dogs or cats.']"
468,30,468_war_warfare_wars_shelter,"['war', 'warfare', 'wars', 'shelter', 'negation', 'stress', 'resolving', 'peace', 'disputes', 'brag']","['Since the end of World War II, there has been some general agreement that international warfare will not be tolerated.', 'We ask you, however, how you plan to end this war with war.', 'We are a nation without war; we are not to support the ongoing warfare that will exist only if there are others who fall and lie down.']"
469,30,469_interventions_intervention_tension_mattress,"['interventions', 'intervention', 'tension', 'mattress', 'disproportionately', 'weightiest', 'immaterial', 'fragmented', 'matching', 'episodic']","['I take to heart the fact that the occurrence of events requiring intervention and that intervention, of course, works much better that the system is better equipped in disproportionately, as Government Accounting points out and convened to address the individual in a manner appropriate for each case.', 'There are, therefore, a number of interventions.', 'This is an important project, characterized by a participatory design with the beneficiaries of the interventions, developing their requests for intervention on themes and targets considered priority and developing a partnership network that facilitates matching between the selected profiles and the opportunities for socio-economic integration, with the involvement of the private sector.']"
